importe,year,title_encoded,entidad_encoded,proveedor_encoded,importe_categoria,facturas_por_proveedor,importe_promedio_por_año,importe_relativo_al_proveedor,diferencia_con_media_importe
452.59,2022,605,107,187,bajo,5,28270.918252788106,0.7343068061977772,-22981.882904000002
600.0,2019,5428,124,327,medio,14,10601.82814473684,1.4724442574673957,-22834.472904000002
220.0,2015,5427,124,327,bajo,14,18935.184909793814,0.5398962277380451,-23214.472904000002
145.0,2020,5349,124,327,bajo,14,58496.831775956285,0.3558406955546206,-23289.472904000002
145.0,2019,5339,124,327,bajo,14,10601.82814473684,0.3558406955546206,-23289.472904000002
400.0,2013,6714,124,327,bajo,14,11912.799832258064,0.9816295049782638,-23034.472904000002
258.0,2013,5346,124,327,bajo,14,11912.799832258064,0.6331510307109802,-23176.472904000002
830.0,2022,6724,124,327,medio,14,28270.918252788106,2.0368812228298974,-22604.472904000002
208.0,2013,6716,124,327,bajo,14,11912.799832258064,0.5104473425886972,-23226.472904000002
135.0,2015,5348,124,327,bajo,14,18935.184909793814,0.33129995793016404,-23299.472904000002
1320.0,2016,2197,124,327,medio,14,13520.933636363638,3.2393773664282706,-22114.472904000002
300.0,2012,6728,124,327,bajo,14,9574.647017291067,0.7362221287336979,-23134.472904000002
380.0,2014,5353,124,327,bajo,14,12795.017135614702,0.9325480297293507,-23054.472904000002
400.0,2014,2200,124,327,bajo,14,12795.017135614702,0.9816295049782638,-23034.472904000002
363.8,2015,6723,124,327,bajo,14,18935.184909793814,0.892792034777731,-23070.672904000003
10580.61,2012,6390,113,127,alto,2,9574.647017291067,0.9900236076139468,-12853.862904000001
10793.85,2012,6395,113,127,alto,2,9574.647017291067,1.0099763923860534,-12640.622904000002
1382.3,2024,560,77,289,medio,84,44752.81413533835,2.283340802673152,-22052.172904000003
1334.61,2024,561,77,289,medio,84,44752.81413533835,2.2045644712838133,-22099.862904
1329.15,2025,563,77,289,medio,84,80751.64195876289,2.1955454155198004,-22105.322904
1117.06,2023,567,77,289,medio,84,23087.897503337783,1.845206306181054,-22317.412904
1169.04,2013,4269,77,289,medio,84,11912.799832258064,1.9310690385278313,-22265.432904
411.12,2021,4764,77,289,bajo,84,27085.747595419845,0.6791051658793216,-23023.352904000003
50.09,2013,3390,92,289,bajo,84,11912.799832258064,0.08274075150538825,-23384.382904000002
51.76,2013,526,83,289,bajo,84,11912.799832258064,0.08549932716947285,-23382.712904000004
633.67,2012,2360,83,289,medio,84,9574.647017291067,1.0467225395571844,-22800.802904000004
139.8,2017,2386,92,289,bajo,84,18449.532506666666,0.23092747175989775,-23294.672904000003
309.63,2017,2386,92,289,bajo,84,18449.532506666666,0.5114597502218678,-23124.842904
157.68,2020,4764,77,289,bajo,84,58496.831775956285,0.2604624016244683,-23276.792904
147.62,2021,542,83,289,bajo,84,27085.747595419845,0.24384487397135982,-23286.852904000003
71.27,2014,2384,92,289,bajo,84,12795.017135614702,0.11772675902952726,-23363.202904
565.76,2012,4269,77,289,medio,84,9574.647017291067,0.9345459686901268,-22868.712904000004
1302.2,2025,565,77,289,medio,84,80751.64195876289,2.1510282812999915,-22132.272904
1327.27,2024,564,77,289,medio,84,44752.81413533835,2.192439953095561,-22107.202904
1154.08,2024,4271,77,289,medio,84,44752.81413533835,1.9063574864711212,-22280.392904
780.1,2022,4274,77,289,medio,84,28270.918252788106,1.2886017218876697,-22654.372904000003
1465.93,2022,4274,77,289,medio,84,28270.918252788106,2.4214843253003355,-21968.542904
944.53,2018,2359,83,289,medio,84,18593.686696891193,1.5602140550885277,-22489.942904000003
122.7,2019,4765,77,289,bajo,84,10601.82814473684,0.20268097843304328,-23311.772904
3170.44,2021,39,81,289,alto,84,27085.747595419845,5.237065046970316,-20264.032904000003
1431.55,2024,4273,77,289,medio,84,44752.81413533835,2.3646940071379228,-22002.922904000003
685.32,2012,2360,83,289,medio,84,9574.647017291067,1.1320401641380051,-22749.152904000002
71.27,2014,2384,92,289,bajo,84,12795.017135614702,0.11772675902952726,-23363.202904
371.7,2015,4269,77,289,bajo,84,18935.184909793814,0.6139895654732045,-23062.772904
145.02,2020,4764,77,289,bajo,84,58496.831775956285,0.23955008551230594,-23289.452904
336.9,2024,4265,83,289,bajo,84,44752.81413533835,0.5565054737904831,-23097.572904
1327.1,2025,562,77,289,medio,84,80751.64195876289,2.1921591400040077,-22107.372904000003
321.69,2012,6841,77,289,bajo,84,9574.647017291067,0.5313809613050179,-23112.782904000003
439.34,2023,4275,77,289,bajo,84,23087.897503337783,0.7257201390772064,-22995.132904000002
441.31,2018,1566,83,289,bajo,84,18593.686696891193,0.7289742672557973,-22993.162904
51.76,2013,527,83,289,bajo,84,11912.799832258064,0.08549932716947285,-23382.712904000004
327.09,2018,2386,92,289,bajo,84,18593.686696891193,0.5403009065661297,-23107.382904000002
227.99,2021,4764,77,289,bajo,84,27085.747595419845,0.3766033926075757,-23206.482904
643.39,2012,4269,77,289,medio,84,9574.647017291067,1.0627784410271859,-22791.082904000003
706.45,2017,3420,68,289,medio,84,18449.532506666666,1.1669435795763932,-22728.022904
558.67,2020,4764,77,289,medio,84,58496.831775956285,0.9228344109306298,-22875.802904000004
676.38,2022,4274,77,289,medio,84,28270.918252788106,1.1172726992057198,-22758.092904
112.53,2015,2384,92,289,bajo,84,18935.184909793814,0.18588174819128248,-23321.942904000003
148.89,2015,4266,77,289,bajo,84,18935.184909793814,0.24594271294943612,-23285.582904000003
323.81,2021,2359,83,289,bajo,84,27085.747595419845,0.5348828657408619,-23110.662904
28.65,2014,530,77,289,bajo,84,12795.017135614702,0.047325265135343846,-23405.822904
471.06,2023,4272,77,289,bajo,84,23087.897503337783,0.7781165582776639,-22963.412904
130.68,2019,2385,92,289,bajo,84,10601.82814473684,0.2158626753189087,-23303.792904
29.64,2013,580,77,289,bajo,84,11912.799832258064,0.048960588433214366,-23404.832904000003
1366.7,2023,902,83,289,medio,84,23087.897503337783,2.2575720719188284,-22067.772904
347.4,2014,4269,77,289,bajo,84,12795.017135614702,0.5738498117982007,-23087.072904
1325.07,2015,1561,77,289,medio,84,18935.184909793814,2.1888059013225156,-22109.402904000002
569.48,2012,4269,77,289,medio,84,9574.647017291067,0.940690819870004,-22864.992904000002
440.17,2014,4269,77,289,bajo,84,12795.017135614702,0.7270911677006737,-22994.302904000004
553.93,2022,4267,77,289,medio,84,28270.918252788106,0.9150046812014315,-22880.542904
3287.84,2017,524,83,289,alto,84,18449.532506666666,5.430991264313749,-20146.632904000002
130.68,2018,2384,92,289,bajo,84,18593.686696891193,0.2158626753189087,-23303.792904
129.16,2019,4692,77,289,bajo,84,10601.82814473684,0.21335187591207716,-23305.312904000002
390.05,2022,4274,77,289,bajo,84,28270.918252788106,0.6443008609438349,-23044.422904000003
122.66,2016,2408,92,289,bajo,84,13520.933636363638,0.20261490476444244,-23311.812904000002
33.01,2012,2386,92,289,bajo,84,9574.647017291067,0.054527295012834216,-23401.462904000004
188.66,2017,2509,81,289,bajo,84,18449.532506666666,0.31163645795581046,-23245.812904000002
135.04,2018,2384,92,289,bajo,84,18593.686696891193,0.22306470519639904,-23299.432904
122.66,2017,2385,92,289,bajo,84,18449.532506666666,0.20261490476444244,-23311.812904000002
112.53,2015,2386,92,289,bajo,84,18935.184909793814,0.18588174819128248,-23321.942904000003
11.54,2015,559,83,289,bajo,84,18935.184909793814,0.019062253391339195,-23422.932904
135.04,2018,2386,92,289,bajo,84,18593.686696891193,0.22306470519639904,-23299.432904
2978.87,2013,525,83,289,alto,84,11912.799832258064,4.920621729623795,-20455.602904000003
684.32,2012,4268,77,289,medio,84,9574.647017291067,1.1303883224229845,-22750.152904000002
1042.2,2024,4270,77,289,medio,84,44752.81413533835,1.7215494353946024,-22392.272904
1315.32,2024,568,77,289,medio,84,44752.81413533835,2.1727004446010634,-22119.152904000002
1353.21,2023,566,77,289,medio,84,23087.897503337783,2.2352887271831987,-22081.262904000003
50.09,2012,2386,92,289,bajo,84,9574.647017291067,0.08274075150538825,-23384.382904000002
135.04,2018,2386,92,289,bajo,84,18593.686696891193,0.22306470519639904,-23299.432904
2503.8,2022,528,97,289,alto,84,28270.918252788106,4.135881286068898,-20930.672904000003
192.11,2024,4279,83,289,bajo,84,44752.81413533835,0.31733531187263203,-23242.362904
359.77,2025,903,83,289,bajo,84,80751.64195876289,0.5942830938130071,-23074.702904
293.75,2019,4691,77,289,bajo,84,10601.82814473684,0.4852285037873387,-23140.722904000002
119.28,2016,2384,92,289,bajo,84,13520.933636363638,0.19703167976767239,-23315.192904000003
130.68,2019,2394,92,289,bajo,84,10601.82814473684,0.2158626753189087,-23303.792904
60.98,2018,2384,92,289,bajo,84,18593.686696891193,0.10072930778196397,-23373.492904000002
349.98,2013,4269,77,289,bajo,84,11912.799832258064,0.5781115634229543,-23084.492904000002
50.09,2013,529,83,289,bajo,84,11912.799832258064,0.08274075150538825,-23384.382904000002
153.05,2020,4764,77,289,bajo,84,58496.831775956285,0.25281437448392236,-23281.422904000003
54.45,2015,2384,92,289,bajo,84,18935.184909793814,0.08994278138287862,-23380.022904
477.72,2013,2361,83,289,bajo,84,11912.799832258064,0.789117824099702,-22956.752904
57683.99,2018,1589,23,61,alto,1,18593.686696891193,1.0,34249.517095999996
252060.68,2016,4596,103,47,alto,3,13520.933636363638,1.6108742602466881,228626.207096
215162.7,2015,2330,103,47,alto,3,18935.184909793814,1.3750659372781988,191728.22709600002
2200.0,2019,4597,103,47,alto,3,10601.82814473684,0.014059802475113192,-21234.472904000002
423.5,2022,4552,39,107,bajo,1,28270.918252788106,1.0,-23010.972904000002
412.68,2022,4414,97,174,bajo,32,28270.918252788106,2.2816190356071036,-23021.792904
243.74,2022,4391,85,174,bajo,32,28270.918252788106,1.3475860805924094,-23190.732904
121.87,2022,4390,85,174,bajo,32,28270.918252788106,0.6737930402962047,-23312.602904000003
72.91,2016,4413,97,174,bajo,32,13520.933636363638,0.4031037217362458,-23361.562904000002
130.49,2016,4413,97,174,bajo,32,13520.933636363638,0.7214511678694654,-23303.982904
139.28,2018,4413,97,174,bajo,32,18593.686696891193,0.7700491889099481,-23295.192904000003
128.93,2018,4414,97,174,bajo,32,18593.686696891193,0.7128262631114275,-23305.542904
27.49,2024,4416,97,174,bajo,32,44752.81413533835,0.15198630243491149,-23406.982904
507.56,2021,3876,111,174,medio,32,27085.747595419845,2.80619016601905,-22926.912904
341.22,2015,4397,97,174,bajo,32,18935.184909793814,1.8865320522677522,-23093.252904
92.99,2017,4413,97,174,bajo,32,18449.532506666666,0.5141217265704773,-23341.482904
72.27,2020,4008,111,174,bajo,32,58496.831775956285,0.39956529927140977,-23362.202904
60.33,2014,4400,97,174,bajo,32,12795.017135614702,0.333551605161812,-23374.142904
89.92,2016,4407,97,174,bajo,32,13520.933636363638,0.4971483563094668,-23344.552904000004
128.57,2019,4414,97,174,bajo,32,10601.82814473684,0.7108359004749571,-23305.902904000002
135.12,2024,4416,97,174,bajo,32,44752.81413533835,0.7470494428885137,-23299.352904000003
535.11,2018,4414,97,174,medio,32,18593.686696891193,2.95850819556004,-22899.362904
115.25,2021,4407,97,174,bajo,32,27085.747595419845,0.6371924829255566,-23319.222904000002
478.88,2012,6779,3,174,bajo,32,9574.647017291067,2.647624609313584,-22955.592904
92.86,2022,3970,111,174,bajo,32,28270.918252788106,0.5134029845073075,-23341.612904
245.87,2018,4414,97,174,bajo,32,18593.686696891193,1.3593623928581917,-23188.602904000003
100.83,2022,4414,97,174,bajo,32,28270.918252788106,0.5574674017647191,-23333.642904
80.05,2022,4031,111,174,bajo,32,28270.918252788106,0.44257924735957316,-23354.422904000003
60.33,2015,4400,97,174,bajo,32,18935.184909793814,0.333551605161812,-23374.142904
266.04,2022,4389,85,174,bajo,32,28270.918252788106,1.4708779883515408,-23168.432904
676.66,2013,4407,97,174,medio,32,11912.799832258064,3.741107726649953,-22757.812904000002
91.29,2020,4414,97,174,bajo,32,58496.831775956285,0.5047227918982565,-23343.182904
78.32,2017,4413,97,174,bajo,32,18449.532506666666,0.43301444913431314,-23356.152904000002
35.7,2020,4392,65,174,bajo,32,58496.831775956285,0.19737762811663664,-23398.772904
14.63,2017,4413,97,174,bajo,32,18449.532506666666,0.08088612603211187,-23419.842904
10.76,2015,4413,97,174,bajo,32,18935.184909793814,0.0594897276900563,-23423.712904000004
199.94,2014,4413,97,174,bajo,32,12795.017135614702,1.1054252931551911,-23234.532904000003
2447.35,2016,2610,82,278,alto,2,13520.933636363638,1.2517645975694587,-20987.122904000003
1462.89,2024,4825,82,278,medio,2,44752.81413533835,0.7482354024305414,-21971.582904000003
13.2,2024,6101,97,243,bajo,753,44752.81413533835,0.07329098851032725,-23421.272904
24.16,2024,6131,97,243,bajo,753,44752.81413533835,0.13414471836435657,-23410.312904000002
70.23,2024,6066,97,243,bajo,753,44752.81413533835,0.38994137296062753,-23364.242904000002
27.59,2016,3022,97,243,bajo,753,13520.933636363638,0.1531892706818128,-23406.882904000002
18.39,2016,3038,97,243,bajo,753,13520.933636363638,0.10210767262916047,-23416.082904000003
35.11,2023,6073,97,243,bajo,753,23087.897503337783,0.19494292474224167,-23399.362904
29.04,2024,6083,97,243,bajo,753,44752.81413533835,0.16124017472271995,-23405.432904
113.75,2024,514,80,243,bajo,753,44752.81413533835,0.6315795411401307,-23320.722904000002
21.73,2024,2990,29,243,bajo,753,44752.81413533835,0.12065251366131904,-23412.742904000002
11.58,2024,583,124,243,bajo,753,44752.81413533835,0.06429618537496891,-23422.892904
245.21,2017,1937,124,243,bajo,753,18449.532506666666,1.3614911585316172,-23189.262904000003
55.18,2017,3203,97,243,bajo,753,18449.532506666666,0.3063785413636256,-23379.292904
127.9,2017,3085,97,243,bajo,753,18449.532506666666,0.7101452598841558,-23306.572904
46.86,2018,3091,97,243,bajo,753,18593.686696891193,0.26018300921166176,-23387.612904
76.21,2022,6055,97,243,bajo,753,28270.918252788106,0.4231444116948515,-23358.262904000003
82.76,2015,3232,97,243,bajo,753,18935.184909793814,0.45951228856929427,-23351.712904000004
60.29,2022,6090,97,243,bajo,753,28270.918252788106,0.33475103767330533,-23374.182904
106.26,2022,2680,91,243,bajo,753,28270.918252788106,0.5899924575081344,-23328.212904000004
7.68,2018,3146,97,243,bajo,753,18593.686696891193,0.04264202967873586,-23426.792904
101.48,2021,6225,97,243,bajo,753,27085.747595419845,0.5634522359112129,-23332.992904000002
27.59,2017,3152,97,243,bajo,753,18449.532506666666,0.1531892706818128,-23406.882904000002
358.55,2012,3202,97,243,bajo,753,9574.647017291067,1.9907942371498362,-23075.922904000003
101.4,2021,4105,91,243,bajo,753,27085.747595419845,0.5630080481020594,-23333.072904
68.09,2016,3102,97,243,bajo,753,13520.933636363638,0.37805934906577143,-23366.382904000002
72.23,2012,3054,97,243,bajo,753,9574.647017291067,0.401046068189465,-23362.242904000002
493.01,2013,3175,97,243,bajo,753,11912.799832258064,2.7373628973845787,-22941.462904000004
46.5,2019,3367,124,243,bajo,753,10601.82814473684,0.258184164070471,-23387.972904000002
27.59,2016,3025,97,243,bajo,753,13520.933636363638,0.1531892706818128,-23406.882904000002
106.28,2016,3186,97,243,bajo,753,13520.933636363638,0.5901035044604228,-23328.192904000003
22.99,2015,3100,97,243,bajo,753,18935.184909793814,0.12764847165548662,-23411.482904
151.88,2018,3062,97,243,bajo,753,18593.686696891193,0.8432905556779169,-23282.592904
63.2,2012,3198,97,243,bajo,753,9574.647017291067,0.35090836923126384,-23371.272904
37.13,2017,3297,80,243,bajo,753,18449.532506666666,0.2061586669233675,-23397.342904
23.4,2021,3302,80,243,bajo,753,27085.747595419845,0.1299249341773983,-23411.072904
47.53,2021,1627,124,243,bajo,753,27085.747595419845,0.2639030821133223,-23386.942904000003
47.16,2017,3252,97,243,bajo,753,18449.532506666666,0.2618487134959874,-23387.312904000002
787.97,2018,2431,68,243,medio,753,18593.686696891193,4.375083349733528,-22646.502904
7.68,2017,3141,97,243,bajo,753,18449.532506666666,0.04264202967873586,-23426.792904
76.93,2023,6074,97,243,bajo,753,23087.897503337783,0.42714210197723307,-23357.542904
68.18,2023,6227,97,243,bajo,753,23087.897503337783,0.3785590603510692,-23366.292904
276.86,2016,3136,97,243,bajo,753,13520.933636363638,1.5372229605279701,-23157.612904
233.62,2020,6135,97,243,bajo,753,58496.831775956285,1.297139449680504,-23200.852904000003
81.88,2020,6140,97,243,bajo,753,58496.831775956285,0.4546262226686057,-23352.592904
89.93,2014,3105,97,243,bajo,753,12795.017135614702,0.49932262096467656,-23344.542904
93.67,2017,2985,109,243,bajo,753,18449.532506666666,0.5200884010426026,-23340.802904000004
79.96,2016,2984,80,243,bajo,753,13520.933636363638,0.44396571524892176,-23354.512904000003
19.84,2018,2987,29,243,bajo,753,18593.686696891193,0.11015857667006763,-23414.632904000002
28.67,2014,4124,47,243,bajo,753,12795.017135614702,0.15918580610538505,-23405.802904000004
47.16,2021,6223,97,243,bajo,753,27085.747595419845,0.2618487134959874,-23387.312904000002
18.39,2016,3037,97,243,bajo,753,13520.933636363638,0.10210767262916047,-23416.082904000003
